id,eventId,minute,second,period,team,teamId,playerId,playerName,type,outcome,x,y,endX,endY,isTouch,Zone,PassEndX,PassEndY,Length,Angle,otherQualifiers
2647549955.0,21,1,3,FirstHalf,Man City,167,315227,Erling Haaland,Pass,Successful,82.0,55.7,78.8,62.6,True,Center,78.8,62.6,5.8,2.19,StandingSave; ShotAssist=13; IntentionalAssist; KeyPass
2647549975.0,22,1,4,FirstHalf,Man City,167,365409,Julián Alvarez,MissedShots,Successful,78.8,62.6,,,True,Center,,,,,RightFoot; IndividualPlay; StandingSave; RelatedEventId=21; MissRight; GoalMouthZ=1.4; OutOfBoxCentre; RegularPlay; FirstTouch; IntentionalAssist; GoalMouthY=40.5; Assisted
2647550509.0,19,1,28,FirstHalf,Chelsea,15,421351,Levi Colwill,Pass,Successful,5.6,62.3,3.4,52.1,True,Back,3.4,52.1,7.3,4.39,GoalKick
2647550605.0,20,1,31,FirstHalf,Chelsea,15,406564,Djordje Petrovic,Pass,Successful,5.8,53.1,22.0,96.3,True,Back,22.0,96.3,33.9,1.05,Chipped; StandingSave; Longball
2647550657.0,21,1,35,FirstHalf,Chelsea,15,299272,Ben Chilwell,Pass,Unsuccessful,27.0,95.6,43.8,100.0,True,Back,43.8,100.0,18.0,0.19,StandingSave
2647550843.0,26,1,46,FirstHalf,Man City,167,69778,Kyle Walker,Pass,Successful,60.1,0.0,30.7,11.7,True,Back,30.7,11.7,32.2,2.85,ThrowIn; Longball
2647551011.0,27,1,50,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,29.5,11.2,18.2,37.7,True,Back,18.2,37.7,21.6,2.15,StandingSave
2647562751.0,11028,2,,FirstHalf,Chelsea,15,426050,Nicolas Jackson,OffsideGiven,Unsuccessful,58.7,32.7,,,False,,,,,,
2647551047.0,28,2,0,FirstHalf,Man City,167,121774,Ederson,Pass,Successful,22.5,43.5,30.3,38.9,True,Back,30.3,38.9,8.8,5.92,StandingSave
2647551077.0,29,2,1,FirstHalf,Man City,167,297390,Manuel Akanji,Pass,Successful,30.3,38.9,19.1,45.0,True,Back,19.1,45.0,12.5,2.80,StandingSave
2647551101.0,30,2,4,FirstHalf,Man City,167,121774,Ederson,Pass,Successful,19.6,52.3,22.6,81.5,True,Back,22.6,81.5,20.1,1.41,StandingSave
2647551159.0,31,2,7,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Successful,23.9,86.8,32.2,96.8,True,Back,32.2,96.8,11.1,0.66,StandingSave
2647551239.0,32,2,10,FirstHalf,Man City,167,388098,Jérémy Doku,Pass,Successful,32.1,96.4,7.8,81.0,True,Back,7.8,81.0,27.6,3.53,StandingSave
2647551269.0,33,2,13,FirstHalf,Man City,167,121774,Ederson,Pass,Successful,7.8,81.0,14.9,92.0,True,Back,14.9,92.0,10.6,0.79,StandingSave
2647551329.0,34,2,15,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Successful,14.9,92.0,42.7,80.7,True,Back,42.7,80.7,30.2,6.03,Chipped; StandingSave
2647551345.0,35,2,18,FirstHalf,Man City,167,315227,Erling Haaland,Pass,Unsuccessful,42.7,80.7,36.4,68.7,True,Back,36.4,68.7,10.5,4.03,
2647551419.0,23,2,19,FirstHalf,Chelsea,15,369430,Enzo Fernández,Pass,Successful,60.3,36.7,40.1,36.0,True,Back,40.1,36.0,21.2,3.16,Chipped
2647551423.0,24,2,22,FirstHalf,Chelsea,15,421351,Levi Colwill,BallRecovery,Successful,40.0,35.4,,,False,,,,,,
2647551539.0,25,2,22,FirstHalf,Chelsea,15,421351,Levi Colwill,Pass,Successful,38.3,35.4,15.5,46.4,True,Back,15.5,46.4,25.1,2.84,StandingSave
2647551605.0,26,2,29,FirstHalf,Chelsea,15,406564,Djordje Petrovic,Pass,Successful,15.7,44.0,16.0,68.5,True,Back,16.0,68.5,16.7,1.55,StandingSave
2647551667.0,27,2,33,FirstHalf,Chelsea,15,421351,Levi Colwill,Pass,Successful,15.9,70.6,8.1,44.2,True,Back,8.1,44.2,19.7,4.28,StandingSave
2647551751.0,28,2,36,FirstHalf,Chelsea,15,406564,Djordje Petrovic,OffsidePass,Successful,10.5,39.4,58.7,32.7,True,Center,58.7,32.7,,,Longball; PlayerCaughtOffside=426050; StandingSave
2647551729.0,36,2,36,FirstHalf,Man City,167,313171,Rúben Dias,OffsideProvoked,Successful,48.6,56.4,,,False,,,,,,
2647552047.0,37,2,55,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,41.5,61.4,42.5,32.0,True,Back,42.5,32.0,20.0,4.76,FreekickTaken; IndirectFreekickTaken; StandingSave
2647552145.0,38,2,58,FirstHalf,Man City,167,69778,Kyle Walker,Pass,Successful,42.5,33.5,33.4,61.1,True,Back,33.4,61.1,21.1,2.04,StandingSave
2647552191.0,39,3,2,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,34.0,54.3,41.7,62.8,True,Back,41.7,62.8,9.9,0.62,StandingSave
2647552241.0,40,3,4,FirstHalf,Man City,167,365409,Julián Alvarez,Pass,Successful,41.7,62.8,32.3,58.9,True,Back,32.3,58.9,10.2,3.40,StandingSave
2647552275.0,41,3,6,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,32.3,58.9,33.8,85.6,True,Back,33.8,85.6,18.2,1.48,StandingSave
2647552313.0,42,3,8,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Successful,34.4,90.0,44.3,95.7,True,Back,44.3,95.7,11.1,0.36,StandingSave
2647552359.0,43,3,10,FirstHalf,Man City,167,388098,Jérémy Doku,Pass,Successful,43.6,95.7,28.9,95.9,True,Back,28.9,95.9,15.4,3.13,StandingSave
2647552403.0,44,3,13,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Successful,27.7,94.9,9.0,73.6,True,Back,9.0,73.6,24.4,3.78,StandingSave
2647552515.0,45,3,16,FirstHalf,Man City,167,121774,Ederson,Pass,Successful,11.3,67.2,19.0,39.1,True,Back,19.0,39.1,20.7,5.11,StandingSave
2647552607.0,46,3,22,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,23.9,41.0,17.3,57.7,True,Back,17.3,57.7,13.3,2.12,StandingSave
2647552629.0,47,3,25,FirstHalf,Man City,167,121774,Ederson,Pass,Successful,19.0,60.6,23.8,77.6,True,Back,23.8,77.6,12.6,1.16,StandingSave
2647552759.0,48,3,30,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Successful,29.8,77.0,28.0,64.3,True,Back,28.0,64.3,8.8,4.50,StandingSave
2647552857.0,49,3,32,FirstHalf,Man City,167,303139,Rodri,Pass,Successful,27.4,53.1,27.1,14.9,True,Back,27.1,14.9,26.0,4.70,StandingSave
2647552927.0,50,3,37,FirstHalf,Man City,167,69778,Kyle Walker,Pass,Successful,25.1,10.7,30.7,18.8,True,Back,30.7,18.8,8.1,0.75,StandingSave
2647552933.0,51,3,38,FirstHalf,Man City,167,297390,Manuel Akanji,Dispossessed,Successful,30.4,14.6,,,True,Back,,,,,OppositeRelatedEvent=29; Defensive
2647552977.0,29,3,38,FirstHalf,Chelsea,15,375621,Conor Gallagher,Tackle,Successful,69.6,85.4,,,True,Left,,,,,OppositeRelatedEvent=51; StandingSave; Offensive
2647553591.0,33,3,39,FirstHalf,Chelsea,15,299272,Ben Chilwell,BallTouch,Successful,73.1,92.7,,,True,Left,,,,,StandingSave
2647553037.0,53,3,41,FirstHalf,Man City,167,297390,Manuel Akanji,Foul,Successful,30.2,9.1,,,True,Back,,,,,Foul; OppositeRelatedEvent=30; Defensive
2647552987.0,30,3,41,FirstHalf,Chelsea,15,97692,Raheem Sterling,Foul,Unsuccessful,69.8,90.9,,,False,Left,,,,,Offensive; Foul; StandingSave; OppositeRelatedEvent=53
2647553185.0,54,3,49,FirstHalf,Man City,167,297390,Manuel Akanji,Pass,Successful,31.1,13.9,24.9,38.6,True,Back,24.9,38.6,18.0,1.94,StandingSave; FreekickTaken
2647553273.0,55,3,52,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,24.9,38.6,29.0,69.4,True,Back,29.0,69.4,21.4,1.37,StandingSave
2647553293.0,56,4,1,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Successful,33.7,67.2,35.9,59.0,True,Back,35.9,59.0,6.0,5.11,StandingSave
2647553353.0,57,4,2,FirstHalf,Man City,167,297390,Manuel Akanji,Pass,Successful,35.5,61.4,31.0,74.4,True,Back,31.0,74.4,10.0,2.06,StandingSave
2647553433.0,58,4,6,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Successful,31.6,71.1,29.5,43.3,True,Back,29.5,43.3,19.0,4.60,StandingSave
2647553489.0,59,4,11,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,31.4,38.4,32.1,27.1,True,Back,32.1,27.1,7.7,4.81,StandingSave
2647553545.0,60,4,13,FirstHalf,Man City,167,69778,Kyle Walker,Pass,Successful,29.2,31.7,28.5,44.2,True,Back,28.5,44.2,8.5,1.66,StandingSave
2647553579.0,61,4,18,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,28.2,46.2,33.4,40.4,True,Back,33.4,40.4,6.7,5.66,StandingSave
2647553597.0,62,4,20,FirstHalf,Man City,167,297390,Manuel Akanji,Pass,Successful,33.6,42.1,25.1,41.1,True,Back,25.1,41.1,9.0,3.22,StandingSave
2647553745.0,63,4,22,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,25.0,40.6,12.6,56.7,True,Back,12.6,56.7,17.0,2.44,StandingSave
2647553761.0,64,4,29,FirstHalf,Man City,167,121774,Ederson,Pass,Successful,21.7,58.7,22.8,37.6,True,Back,22.8,37.6,14.4,4.79,StandingSave
2647554015.0,65,4,35,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,22.8,37.6,22.3,63.4,True,Back,22.3,63.4,17.6,1.60,StandingSave
2647554043.0,66,4,43,FirstHalf,Man City,167,121774,Ederson,Pass,Successful,31.1,64.8,28.4,42.0,True,Back,28.4,42.0,15.8,4.53,StandingSave
2647554139.0,67,4,47,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,28.4,42.0,26.1,70.4,True,Back,26.1,70.4,19.5,1.70,StandingSave
2647554181.0,68,4,50,FirstHalf,Man City,167,121774,Ederson,Pass,Successful,28.0,67.7,43.2,6.5,True,Back,43.2,6.5,44.6,5.08,Chipped; StandingSave; Longball
2647554229.0,35,4,57,FirstHalf,Chelsea,15,426050,Nicolas Jackson,Challenge,Unsuccessful,66.4,85.6,,,False,Left,,,,,OppositeRelatedEvent=69; Defensive
2647554255.0,69,4,57,FirstHalf,Man City,167,69778,Kyle Walker,TakeOn,Successful,33.6,14.4,,,True,Back,,,,,Offensive; StandingSave; OppositeRelatedEvent=35
2647554345.0,70,5,0,FirstHalf,Man City,167,69778,Kyle Walker,Pass,Successful,28.9,40.6,35.1,40.8,True,Back,35.1,40.8,6.5,0.02,StandingSave
2647554391.0,71,5,6,FirstHalf,Man City,167,303139,Rodri,Pass,Unsuccessful,54.1,66.5,76.4,29.1,True,Center,76.4,29.1,34.6,5.46,Longball; StandingSave; Chipped
2647554433.0,36,5,8,FirstHalf,Chelsea,15,299272,Ben Chilwell,Pass,Successful,22.8,72.6,31.7,73.9,True,Back,31.7,73.9,9.4,0.09,HeadPass
2647554443.0,37,5,10,FirstHalf,Chelsea,15,97692,Raheem Sterling,BallRecovery,Successful,31.7,73.9,,,False,,,,,,
2647554597.0,38,5,13,FirstHalf,Chelsea,15,97692,Raheem Sterling,Pass,Successful,46.4,91.7,66.4,86.8,True,Left,66.4,86.8,21.3,6.13,StandingSave
2647554605.0,39,5,16,FirstHalf,Chelsea,15,426050,Nicolas Jackson,Dispossessed,Successful,70.8,90.2,,,True,Left,,,,,Offensive; OppositeRelatedEvent=72
2647554645.0,72,5,17,FirstHalf,Man City,167,313171,Rúben Dias,Tackle,Unsuccessful,29.2,9.8,,,True,Back,,,,,StandingSave; OppositeRelatedEvent=39; Defensive
2647559725.0,89,5,20,FirstHalf,Chelsea,15,426050,Nicolas Jackson,BallTouch,Successful,70.0,93.0,,,True,Left,,,,,StandingSave
2647554691.0,41,5,20,FirstHalf,Chelsea,15,97692,Raheem Sterling,Dispossessed,Successful,63.8,88.6,,,True,Left,,,,,OppositeRelatedEvent=73; Offensive
2647554755.0,73,5,21,FirstHalf,Man City,167,313171,Rúben Dias,Tackle,Unsuccessful,36.2,11.4,,,True,Back,,,,,Defensive; OppositeRelatedEvent=41; StandingSave
2647560075.0,90,5,21,FirstHalf,Chelsea,15,97692,Raheem Sterling,BallTouch,Successful,68.5,92.9,,,True,Left,,,,,StandingSave
2647554777.0,74,5,22,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Unsuccessful,45.3,17.4,41.2,20.8,True,Back,41.2,20.8,4.9,2.65,OppositeRelatedEvent=42; Offensive; StandingSave
2647554759.0,42,5,22,FirstHalf,Chelsea,15,369430,Enzo Fernández,BlockedPass,Successful,65.3,86.2,,,True,Left,,,,,StandingSave; OppositeRelatedEvent=74; Defensive
2647554791.0,43,5,23,FirstHalf,Chelsea,15,299272,Ben Chilwell,Pass,Successful,61.6,94.7,68.5,94.7,True,Left,68.5,94.7,7.2,0.00,StandingSave
2647554797.0,44,5,25,FirstHalf,Chelsea,15,97692,Raheem Sterling,Dispossessed,Successful,66.0,89.8,,,True,Left,,,,,Offensive; OppositeRelatedEvent=76
2647554823.0,76,5,26,FirstHalf,Man City,167,331254,Phil Foden,Tackle,Unsuccessful,34.0,10.2,,,True,Back,,,,,Defensive; StandingSave; OppositeRelatedEvent=44
2647555849.0,53,5,26,FirstHalf,Chelsea,15,97692,Raheem Sterling,BallTouch,Successful,64.1,96.3,,,True,Left,,,,,StandingSave
2647555981.0,92,5,26,FirstHalf,Man City,167,313171,Rúben Dias,BallTouch,Successful,33.5,9.7,,,True,Back,,,,,StandingSave
2647554845.0,45,5,27,FirstHalf,Chelsea,15,97692,Raheem Sterling,Pass,Unsuccessful,67.4,85.0,67.9,82.7,True,Left,67.9,82.7,1.6,5.04,StandingSave; Offensive; OppositeRelatedEvent=77
2647554859.0,77,5,28,FirstHalf,Man City,167,303139,Rodri,BlockedPass,Successful,34.7,20.5,,,True,Back,,,,,Defensive; StandingSave; OppositeRelatedEvent=45
2647554869.0,78,5,28,FirstHalf,Man City,167,331254,Phil Foden,BallRecovery,Successful,37.1,12.4,,,False,,,,,,
2647672491.0,1119,5,29,FirstHalf,Man City,167,331254,Phil Foden,TakeOn,Unsuccessful,37.4,6.6,,,True,Back,,,,,Offensive; StandingSave
2647554887.0,79,5,30,FirstHalf,Man City,167,331254,Phil Foden,Foul,Successful,36.0,6.0,,,True,Back,,,,,OppositeRelatedEvent=46; Foul; Offensive
2647554883.0,46,5,30,FirstHalf,Chelsea,15,369430,Enzo Fernández,Foul,Unsuccessful,64.0,94.0,,,False,Left,,,,,StandingSave; Defensive; OppositeRelatedEvent=79; Foul
2647555079.0,80,5,41,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Successful,42.7,9.5,34.2,24.5,True,Back,34.2,24.5,13.6,2.29,StandingSave; FreekickTaken
2647555163.0,81,5,43,FirstHalf,Man City,167,297390,Manuel Akanji,Pass,Successful,34.6,27.3,32.8,60.4,True,Back,32.8,60.4,22.6,1.65,StandingSave
2647555217.0,82,5,48,FirstHalf,Man City,167,313171,Rúben Dias,Pass,Successful,34.3,60.9,42.2,39.3,True,Back,42.2,39.3,16.9,5.23,StandingSave
2647555277.0,83,5,51,FirstHalf,Man City,167,297390,Manuel Akanji,Pass,Successful,46.5,41.6,66.6,52.3,True,Center,66.6,52.3,22.3,0.33,StandingSave
2647555315.0,84,5,53,FirstHalf,Man City,167,315227,Erling Haaland,Pass,Successful,66.6,52.3,69.1,36.0,True,Center,69.1,36.0,11.4,4.94,StandingSave
2647555407.0,85,5,55,FirstHalf,Man City,167,73084,Kevin De Bruyne,Pass,Successful,70.8,32.8,86.3,21.0,True,Right,86.3,21.0,18.1,5.83,StandingSave
2647555421.0,86,5,58,FirstHalf,Man City,167,331254,Phil Foden,Dispossessed,Successful,89.8,26.8,,,True,Center,,,,,Offensive; OppositeRelatedEvent=47
2647555415.0,47,5,59,FirstHalf,Chelsea,15,369430,Enzo Fernández,Tackle,Unsuccessful,10.2,73.2,,,True,Back,,,,,OppositeRelatedEvent=86; Defensive; StandingSave
2647555427.0,87,6,0,FirstHalf,Man City,167,331254,Phil Foden,Dispossessed,Successful,89.6,26.6,,,True,Center,,,,,Offensive; OppositeRelatedEvent=48
2647555447.0,48,6,0,FirstHalf,Chelsea,15,369430,Enzo Fernández,Tackle,Unsuccessful,10.4,73.4,,,True,Back,,,,,StandingSave; Defensive; OppositeRelatedEvent=87
2647555473.0,88,6,1,FirstHalf,Man City,167,331254,Phil Foden,Dispossessed,Successful,85.6,14.2,,,True,Right,,,,,Offensive; OppositeRelatedEvent=49
2647555539.0,49,6,2,FirstHalf,Chelsea,15,299272,Ben Chilwell,Tackle,Successful,14.4,85.8,,,True,Back,,,,,Defensive; StandingSave; OppositeRelatedEvent=88
2647569335.0,199,6,4,FirstHalf,Chelsea,15,299272,Ben Chilwell,Dispossessed,Successful,27.1,90.2,,,True,Back,,,,,OppositeRelatedEvent=239; Defensive
2647569201.0,239,6,4,FirstHalf,Man City,167,331254,Phil Foden,Tackle,Unsuccessful,72.9,9.8,,,True,Right,,,,,Offensive; StandingSave; OppositeRelatedEvent=199
2647555547.0,50,6,6,FirstHalf,Chelsea,15,299272,Ben Chilwell,BallRecovery,Successful,25.9,95.9,,,False,,,,,,
2647555593.0,51,6,6,FirstHalf,Chelsea,15,299272,Ben Chilwell,Pass,Unsuccessful,25.0,96.6,26.1,97.2,True,Back,26.1,97.2,1.2,0.34,OppositeRelatedEvent=90; Offensive; StandingSave
2647555565.0,90,6,6,FirstHalf,Man City,167,331254,Phil Foden,BlockedPass,Successful,80.2,3.6,,,True,Right,,,,,OppositeRelatedEvent=51; Defensive; StandingSave
2647555977.0,54,6,26,FirstHalf,Chelsea,15,299272,Ben Chilwell,Pass,Successful,30.2,100.0,30.1,90.0,True,Back,30.1,90.0,7.7,4.70,ThrowIn
2647556007.0,55,6,28,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Pass,Successful,30.1,90.0,30.0,97.7,True,Back,30.0,97.7,5.2,1.59,StandingSave
2647556021.0,56,6,29,FirstHalf,Chelsea,15,299272,Ben Chilwell,Pass,Successful,30.0,97.7,25.2,89.7,True,Back,25.2,89.7,7.4,3.97,StandingSave
2647556075.0,57,6,31,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Pass,Successful,28.0,86.3,10.5,83.0,True,Back,10.5,83.0,18.5,3.26,StandingSave
2647556125.0,58,6,33,FirstHalf,Chelsea,15,421351,Levi Colwill,Pass,Successful,10.8,76.9,6.2,53.1,True,Back,6.2,53.1,16.9,4.42,StandingSave
2647556191.0,59,6,36,FirstHalf,Chelsea,15,406564,Djordje Petrovic,Pass,Successful,7.4,46.7,9.6,22.8,True,Back,9.6,22.8,16.4,4.85,StandingSave
2647556227.0,60,6,40,FirstHalf,Chelsea,15,300426,Axel Disasi,Pass,Successful,15.7,17.3,45.1,40.9,True,Back,45.1,40.9,34.8,0.48,Longball; StandingSave; Chipped
2647556277.0,61,6,42,FirstHalf,Chelsea,15,426050,Nicolas Jackson,Pass,Successful,45.1,40.9,46.4,32.2,True,Back,46.4,32.2,6.1,4.94,StandingSave
2647556405.0,62,6,45,FirstHalf,Chelsea,15,375621,Conor Gallagher,Pass,Successful,54.0,22.5,63.3,4.7,True,Right,63.3,4.7,15.6,5.39,StandingSave
2647556423.0,63,6,53,FirstHalf,Chelsea,15,395692,Cole Palmer,Pass,Successful,68.9,22.5,80.4,38.9,True,Center,80.4,38.9,16.4,0.75,StandingSave
2647556461.0,64,6,54,FirstHalf,Chelsea,15,369430,Enzo Fernández,Pass,Successful,80.4,38.9,95.9,29.5,True,Center,95.9,29.5,17.5,5.91,StandingSave
2647556493.0,65,6,57,FirstHalf,Chelsea,15,375621,Conor Gallagher,Pass,Unsuccessful,95.9,29.7,95.3,53.0,True,Center,95.3,53.0,15.9,1.61,StandingSave
2647556567.0,93,6,58,FirstHalf,Man City,167,69778,Kyle Walker,Clearance,Successful,4.6,45.9,14.3,89.3,True,Back,14.3,89.3,31.2,1.24,StandingSave
2647556569.0,94,7,0,FirstHalf,Man City,167,388098,Jérémy Doku,BallRecovery,Successful,14.5,92.4,,,False,,,,,,
2647556595.0,95,7,2,FirstHalf,Man City,167,388098,Jérémy Doku,TakeOn,Unsuccessful,14.7,94.4,,,True,Back,,,,,OppositeRelatedEvent=66; StandingSave; Defensive
2647556613.0,66,7,3,FirstHalf,Chelsea,15,403850,Malo Gusto,Tackle,Successful,85.3,5.6,,,True,Right,,,,,Offensive; OppositeRelatedEvent=95; StandingSave
2647557041.0,97,7,23,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Successful,17.9,100.0,27.8,89.5,True,Back,27.8,89.5,13.2,5.62,ThrowIn
2647743493.0,1127,7,24,FirstHalf,Man City,167,365409,Julián Alvarez,Pass,Successful,25.3,89.9,21.1,96.8,True,Back,21.1,96.8,6.4,2.33,StandingSave
2647743535.0,1128,7,25,FirstHalf,Man City,167,122945,Nathan Aké,Pass,Unsuccessful,21.1,96.8,45.6,81.0,True,Back,45.6,81.0,27.9,5.89,StandingSave; Longball
2647557069.0,68,7,27,FirstHalf,Chelsea,15,300426,Axel Disasi,Pass,Successful,59.0,14.4,66.3,22.4,True,Center,66.3,22.4,9.4,0.62,HeadPass
2647557075.0,69,7,28,FirstHalf,Chelsea,15,410175,Moisés Caicedo,BallRecovery,Successful,64.7,22.8,,,False,,,,,,
2647557085.0,70,7,29,FirstHalf,Chelsea,15,410175,Moisés Caicedo,Pass,Successful,64.7,22.8,64.0,28.6,True,Center,64.0,28.6,4.0,1.76,StandingSave
2647557109.0,71,7,30,FirstHalf,Chelsea,15,369430,Enzo Fernández,Pass,Successful,64.0,28.6,70.5,29.5,True,Center,70.5,29.5,6.9,0.09,StandingSave
